Date,GDP
2015-06-10,1158033385831.908
2015-06-11,1157368848061.365
2015-06-12,1156714000963.6453
2015-06-13,1156068883290.6301
2015-06-14,1155433533842.6008
2015-06-15,1154807991468.2397
2015-06-16,1154192295064.6287
2015-06-17,1153586483577.2502
2015-06-18,1152990595999.9878
2015-06-19,1152404671375.1233
2015-06-20,1151828748793.341
2015-06-21,1151262867393.7246
2015-06-22,1150707066363.7578
2015-06-23,1150161384939.3252
2015-06-24,1149625862404.7114
2015-06-25,1149100538092.6013
2015-06-26,1148585451384.0806
2015-06-27,1148080641708.6343
2015-06-28,1147586148544.1484
2015-06-29,1147102011416.9097
2015-06-30,1146628269901.6038
