Date,UnempRate
2013-04-11,1.2740912950707393
2013-04-12,1.2746146184429066
2013-04-13,1.2751377072828352
2013-04-14,1.2756589389322794
2013-04-15,1.2761767676289568
2013-04-16,1.2766897259899561
2013-04-17,1.277196426147132
2013-04-18,1.277695560551331
2013-04-19,1.2781859024615347
2013-04-20,1.2786663061357009
2013-04-21,1.2791357067395899
2013-04-22,1.2795931199902033
2013-04-23,1.2800376415500663
2013-04-24,1.2804684461882143
2013-04-25,1.2808847867243207
2013-04-26,1.2812859927710742
2013-04-27,1.2816714692904534
2013-04-28,1.2820406949790908
2013-04-29,1.2823932204967738
2013-04-30,1.2827286665534479
2013-05-01,1.28304672186778
2013-05-02,1.283347141010948
2013-05-03,1.2836297421495597
2013-05-04,1.2838944046989078
2013-05-05,1.2841410669002955
2013-05-06,1.2843697233334246
2013-05-07,1.284580422374594
2013-05-08,1.2847732636130371
2013-05-09,1.2849483952339442
2013-05-10,1.2851060113795758
2013-05-11,1.2852463494966486
2013-05-12,1.2853696876793665
2013-05-13,1.2854763420169781
2013-05-14,1.285566663952431
2013-05-15,1.2856410376614291
2013-05-16,1.2856998774568695
2013-05-17,1.285743625226637
2013-05-18,1.2857727479107628
2013-05-19,1.2857877350221127
2013-05-20,1.2857890962177603
2013-05-21,1.285777358924572
2013-05-22,1.285753066023211
2013-05-23,1.2857167735960484
2013-05-24,1.2856690487398235
2013-05-25,1.285610467448892
2013-05-26,1.2855416125710128
2013-05-27,1.2854630718365185
2013-05-28,1.2853754359650935
2013-05-29,1.2852792968514768
2013-05-30,1.285175245830018
2013-05-31,1.2850638720210659
2013-06-01,1.2849457607590589
2013-06-02,1.284821492102581
2013-06-03,1.2846916394283237
2013-06-04,1.2845567681059786
2013-06-05,1.2844174342567223
2013-06-06,1.2842741835940226
2013-06-07,1.284127550345288
2013-06-08,1.28397805625276
2013-06-09,1.2838262096575463
2013-06-10,1.2836725046564164
2013-06-11,1.283517420340902
2013-06-12,1.2833614201076606
2013-06-13,1.2832049510441812
2013-06-14,1.2830484433863134
2013-06-15,1.2828923100434249
2013-06-16,1.2827369461953637
2013-06-17,1.282582728950343
2013-06-18,1.2824300170700842
2013-06-19,1.282279150751906
2013-06-20,1.282130451474987
2013-06-21,1.2819842218971342
2013-06-22,1.2818407458091947
2013-06-23,1.2817002881386101
2013-06-24,1.281563095003304
2013-06-25,1.2814293938104653
2013-06-26,1.2812993933994676
2013-06-27,1.281173284224563
2013-06-28,1.281051238579324
2013-06-29,1.2809334108540116
2013-06-30,1.2808199378248932
2013-07-01,1.2807109389799238
2013-07-02,1.280606516865522
2013-07-03,1.2805067574670792
2013-07-04,1.2804117306055818
2013-07-05,1.2803214903597295
2013-07-06,1.2802360755048425
2013-07-07,1.280155509968027
2013-07-08,1.280079803302787
2013-07-09,1.2800089511631203
2013-07-10,1.279942935805926
2013-07-11,1.279881726579265
2013-07-12,1.2798252804393968
2013-07-13,1.2797735424530376
2013-07-14,1.2797264463129867
2013-07-15,1.279683914850946
2013-07-16,1.2796458605478962
2013-07-17,1.2796121860418728
2013-07-18,1.2795827846374712
2013-07-19,1.2795575407981532
2013-07-20,1.2795363306432546
2013-07-21,1.2795190224289983
2013-07-22,1.2795054770236203
2013-07-23,1.2794955483701105
2013-07-24,1.2794890839362694
2013-07-25,1.2794859251654167
2013-07-26,1.2794859078838206
2013-07-27,1.2794888627262957
2013-07-28,1.2794946155331157
2013-07-29,1.2795029877284938
2013-07-30,1.2795137966858907
2013-07-31,1.2795268560813344
2013-08-01,1.2795419762194666
2013-08-02,1.2795589643568945
2013-08-03,1.2795776250014435
2013-08-04,1.2795977601782833
2013-08-05,1.2796191697229333
2013-08-06,1.279641651491264
2013-08-07,1.2796650016176778
2013-08-08,1.279689014701606
2013-08-09,1.279713484026639
2013-08-10,1.2797382017125785
2013-08-11,1.2797629588924058
2013-08-12,1.2797875458445669
2013-08-13,1.2798117521209618
2013-08-14,1.279835366670101
2013-08-15,1.2798581779102418
2013-08-16,1.2798799738279136
2013-08-17,1.2799005420445362
2013-08-18,1.2799196698600641
2013-08-19,1.2799371442853822
2013-08-20,1.2799527520950256
2013-08-21,1.279966279817387
2013-08-22,1.279977513748044
2013-08-23,1.2799862399425295
2013-08-24,1.2799922442073381
2013-08-25,1.2799953120587724
2013-08-26,1.2799952287074265
2013-08-27,1.2799917789929702
2013-08-28,1.2799847473629151
2013-08-29,1.2799739178089808
2013-08-30,1.2799590737931417
2013-08-31,1.2799399982100652
2013-09-01,1.2799164732965982
2013-09-02,1.2798882805842642
2013-09-03,1.2798552008136297
2013-09-04,1.279817013869467
2013-09-05,1.279773498694824
2013-09-06,1.279724433233022
2013-09-07,1.279669594372476
2013-09-08,1.2796087578233544
2013-09-09,1.2795416981117558
2013-09-10,1.2794681884807293
2013-09-11,1.2793880008346874
2013-09-12,1.279300905721881
2013-09-13,1.279206672210425
2013-09-14,1.2791050679484022
2013-09-15,1.27899585902021
2013-09-16,1.2788788099981128
2013-09-17,1.2787536838890081
2013-09-18,1.278620242127241
2013-09-19,1.2784782445696592
2013-09-20,1.2783274494953931
2013-09-21,1.2781676136565145
2013-09-22,1.2779984922421972
2013-09-23,1.2778198389613247
2013-09-24,1.2776314060931653
2013-09-25,1.2774329445156407
2013-09-26,1.2772242038093045
2013-09-27,1.2770049322829333
2013-09-28,1.276774877165021
2013-09-29,1.2765337846006575
2013-09-30,1.2762813998352092
2013-10-01,1.276017467351861
2013-10-02,1.2757417309403973
2013-10-03,1.2754539339724138
2013-10-04,1.2751538194484346
2013-10-05,1.274841130235426
2013-10-06,1.2745156092922887
2013-10-07,1.2741769998173058
2013-10-08,1.273825045447544
2013-10-09,1.2734594906116306
2013-10-10,1.2730800806132896
2013-10-11,1.272686561964418
2013-10-12,1.2722786826725871
2013-10-13,1.2718561924715268
2013-10-14,1.2714188430960265
2013-10-15,1.2709663885983444
2013-10-16,1.2704985857173177
2013-10-17,1.2700151940003472
2013-10-18,1.2695159764094797
2013-10-19,1.2690006994027994
2013-10-20,1.2684691333972304
2013-10-21,1.2679210530499376
2013-10-22,1.2673562377459002
2013-10-23,1.2667744718002334
2013-10-24,1.2661755448894267
2013-10-25,1.2655592524732127
2013-10-26,1.2649253960917306
2013-10-27,1.2642737837809113
2013-10-28,1.2636042304697497
2013-10-29,1.2629165583503434
2013-10-30,1.262210597302466
2013-10-31,1.261486185186844
2013-11-01,1.260743168388161
2013-11-02,1.2599814020105098
2013-11-03,1.259200750558798
2013-11-04,1.258401087989205
2013-11-05,1.2575822982652005
2013-11-06,1.2567442758549203
2013-11-07,1.2558869259255347
2013-11-08,1.2550101647962029
2013-11-09,1.2541139202379914
2013-11-10,1.25319813199857
2013-11-11,1.2522627520388483
2013-11-12,1.251307744891928
2013-11-13,1.2503330880669772
2013-11-14,1.2493387722685345
2013-11-15,1.248324801909523
2013-11-16,1.2472911953078283
2013-11-17,1.24623798483595
2013-11-18,1.2451652177453634
2013-11-19,1.2440729556585934
2013-11-20,1.2429612755451496
2013-11-21,1.241830269677213
2013-11-22,1.240680045974746
2013-11-23,1.2395107278254134
2013-11-24,1.2383224550152498
2013-11-25,1.2371153833703898
2013-11-26,1.2358896851126058
2013-11-27,1.2346455491283936
2013-11-28,1.2333831807658842
2013-11-29,1.2321028026870822
2013-11-30,1.2308046539287423
2013-12-01,1.2294889910559637
2013-12-02,1.2281560874053028
2013-12-03,1.2268062339887733
2013-12-04,1.2254397384825861
2013-12-05,1.2240569260851757
2013-12-06,1.2226581393112923
2013-12-07,1.2212437377110297
2013-12-08,1.2198140979655174
2013-12-09,1.2183696141411897
2013-12-10,1.216910697098986
2013-12-11,1.2154377748762513
2013-12-12,1.2139512917156539
2013-12-13,1.2124517092905314
2013-12-14,1.2109395051943095
2013-12-15,1.2094151733777105
2013-12-16,1.207879224185778
2013-12-17,1.2063321832244034
2013-12-18,1.2047745923997333
2013-12-19,1.203207008339612
2013-12-20,1.2016300029744171
2013-12-21,1.2000441628019507
2013-12-22,1.1984500883851854
2013-12-23,1.1968483951339752
2013-12-24,1.1952397112851485
2013-12-25,1.193624678581141
2013-12-26,1.192003951172667
2013-12-27,1.1903781963256626
2013-12-28,1.1887480927244323
2013-12-29,1.1871143303808782
2013-12-30,1.1854776104068836
2013-12-31,1.1838386445064406
2014-01-01,1.1821981539455881
2014-01-02,1.1805568690857482
2014-01-03,1.1789155304785663
2014-01-04,1.1772748848926917
2014-01-05,1.1756356882499714
2014-01-06,1.1739987026140395
2014-01-07,1.1723646968749493
2014-01-08,1.1707344451555552
2014-01-09,1.1691087278930092
2014-01-10,1.167488328619779
2014-01-11,1.1658740352128543
2014-01-12,1.1642666389699001
2014-01-13,1.1626669328383212
2014-01-14,1.1610757123617301
2014-01-15,1.1594937734286737
2014-01-16,1.1579219125107865
2014-01-17,1.1563609256540024
2014-01-18,1.15481160811753
2014-01-19,1.153274752432737
2014-01-20,1.1517511493300776
2014-01-21,1.1502415858374189
2014-01-22,1.1487468452065785
2014-01-23,1.1472677049872149
2014-01-24,1.1458049384432332
2014-01-25,1.144359312026027
2014-01-26,1.1429315851472843
2014-01-27,1.1415225084970395
2014-01-28,1.1401328258889567
2014-01-29,1.1387632710832487
2014-01-30,1.1374145677298597
2014-01-31,1.1360874294055006
2014-02-01,1.1347825572330847
2014-02-02,1.1335006413793356
2014-02-03,1.1322423590195423
2014-02-04,1.1310083726472093
2014-02-05,1.1297993315131398
2014-02-06,1.1286158712537884
2014-02-07,1.1274586094344106
2014-02-08,1.1263281497563966
2014-02-09,1.125225077194967
2014-02-10,1.1241499608933403
2014-02-11,1.1231033512106057
2014-02-12,1.1220857797901727
2014-02-13,1.121097760095794
2014-02-14,1.120139785054067
2014-02-15,1.1192123268873926
2014-02-16,1.1183158381517695
2014-02-17,1.1174507503240965
2014-02-18,1.1166174705850571
2014-02-19,1.1158163870225448
2014-02-20,1.1150478635692578
2014-02-21,1.1143122409665485
2014-02-22,1.1136098380403328
2014-02-23,1.1129409476480978
2014-02-24,1.112305837500643
2014-02-25,1.1117047564097877
2014-02-26,1.1111379217867927
2014-02-27,1.1106055290484984
2014-02-28,1.1101077495372251
2014-03-01,1.1096447258792528
2014-03-02,1.1092165771663984
2014-03-03,1.1088233953092137
2014-03-04,1.10846524803369
2014-03-05,1.1081421732822592
2014-03-06,1.107854186447833
2014-03-07,1.1076012744319363
2014-03-08,1.1073833978622218
2014-03-09,1.1072004912083817
2014-03-10,1.1070524617629025
2014-03-11,1.1069391935955184
2014-03-12,1.1068605402085157
2014-03-13,1.106816329180847
2014-03-14,1.106806365993095
2014-03-15,1.1068304254083174
2014-03-16,1.1068882606421269
2014-03-17,1.106979595267317
2014-03-18,1.1071041307438814
2014-03-19,1.107261540311487
2014-03-20,1.1074514766978558
2014-03-21,1.107673563047378
2014-03-22,1.107927401456371
2014-03-23,1.1082125697430236
2014-03-24,1.1085286243704906
2014-03-25,1.1088750926300652
2014-03-26,1.1092514848038684
2014-03-27,1.1096572886498328
2014-03-28,1.1100919660567743
2014-03-29,1.110554963319726
2014-03-30,1.1110456997208265
2014-03-31,1.1115635820575838
2014-04-01,1.112107995495828
2014-04-02,1.1126783015527306
2014-04-03,1.1132738444830963
2014-04-04,1.113893956554287
2014-04-05,1.114537947362021
2014-04-06,1.1152051142677213
2014-04-07,1.1158947370323191
2014-04-08,1.1166060776170634
2014-04-09,1.117338391423198
2014-04-10,1.1180909104863959
2014-04-11,1.1188628618623022
2014-04-12,1.119653460626365
2014-04-13,1.1204619030855671
2014-04-14,1.121287384415314
2014-04-15,1.1221290861266595
2014-04-16,1.122986177398472
2014-04-17,1.1238578266460186
2014-04-18,1.1247431882978811
2014-04-19,1.1256414194506563
2014-04-20,1.1265516599491892
2014-04-21,1.1274730532285027
2014-04-22,1.1284047390164427
2014-04-23,1.1293458540379198
2014-04-24,1.1302955222738216
2014-04-25,1.1312528848475791
2014-04-26,1.1322170678098142
2014-04-27,1.1331872065018556
2014-04-28,1.1341624331301536
2014-04-29,1.1351418794072643
2014-04-30,1.1361246930068505
2014-05-01,1.1371100095560456
2014-05-02,1.1380969809808539
2014-05-03,1.139084753321483
2014-05-04,1.1400724979761292
2014-05-05,1.1410593734775314
2014-05-06,1.1420445595853168
2014-05-07,1.143027230990894
2014-05-08,1.1440066000677227
2014-05-09,1.1449818552119218
2014-05-10,1.145952219301012
2014-05-11,1.1469169212920634
2014-05-12,1.1478751973296393
2014-05-13,1.1488263090551065
2014-05-14,1.1497695162030108
2014-05-15,1.1507041076616942
2014-05-16,1.1516293803589934
2014-05-17,1.1525446478289312
2014-05-18,1.1534492429447436
2014-05-19,1.1543425194005834
2014-05-20,1.155223841535556
2014-05-21,1.1560925960267034
2014-05-22,1.1569481825754544
2014-05-23,1.1577900391716218
2014-05-24,1.1586176036803613
2014-05-25,1.159430332189968
2014-05-26,1.1602277284614155
2014-05-27,1.1610092985318936
2014-05-28,1.1617745685246568
2014-05-29,1.1625230853640702
2014-05-30,1.1632544408515417
2014-05-31,1.1639682185751812
2014-06-01,1.1646640517594924
2014-06-02,1.1653415839056833
2014-06-03,1.1660004806944155
2014-06-04,1.166640432292822
2014-06-05,1.16726117020768
2014-06-06,1.167862423243672
2014-06-07,1.1684439638299688
2014-06-08,1.1690055904448575
2014-06-09,1.1695471072761796
2014-06-10,1.170068363898601
2014-06-11,1.1705692191424486
2014-06-12,1.1710495648541883
2014-06-13,1.1715093170457083
2014-06-14,1.1719484197673073
2014-06-15,1.1723668276334094
2014-06-16,1.1727645409944443
2014-06-17,1.1731415579780307
2014-06-18,1.173497928094073
2014-06-19,1.173833694511642
2014-06-20,1.1741489714239186
2014-06-21,1.1744438316585468
2014-06-22,1.1747184175939223
2014-06-23,1.1749728851512096
2014-06-24,1.175207415385826
2014-06-25,1.1754221751932978
2014-06-26,1.1756174267162165
2014-06-27,1.1757933697432197
2014-06-28,1.175950285950874
2014-06-29,1.1760884478522555
2014-06-30,1.1762081336783194
2014-07-01,1.1763097002384812
2014-07-02,1.176393444757173
2014-07-03,1.1764597520519233
2014-07-04,1.1765089777996596
2014-07-05,1.176541518586809
2014-07-06,1.1765577535347316
2014-07-07,1.1765581301442734
2014-07-08,1.1765430819694014
2014-07-09,1.1765130307916338
2014-07-10,1.1764684488706678
2014-07-11,1.1764098313638813
2014-07-12,1.1763376308189457
2014-07-13,1.176252360195147
2014-07-14,1.1761545273442
2014-07-15,1.1760446568166
2014-07-16,1.1759232707940146
2014-07-17,1.1757908705078846
2014-07-18,1.1756480327260344
2014-07-19,1.1754953043761516
2014-07-20,1.1753332111699086
2014-07-21,1.175162337231953
2014-07-22,1.1749832246835719
2014-07-23,1.1747964638479473
2014-07-24,1.174602601789544
2014-07-25,1.1744022053082124
2014-07-26,1.1741958481189785
2014-07-27,1.1739841195053118
2014-07-28,1.1737675728088546
2014-07-29,1.1735467489998253
2014-07-30,1.173322269808497
2014-07-31,1.1730946565823572
2014-08-01,1.17286445909162
2014-08-02,1.1726322871831187
2014-08-03,1.172398622860032
2014-08-04,1.17216405983121
2014-08-05,1.1719290918512082
2014-08-06,1.1716942743047658
2014-08-07,1.171460097255425
2014-08-08,1.1712270904093762
2014-08-09,1.1709957489648395
2014-08-10,1.1707665950285913
2014-08-11,1.1705400511100277
2014-08-12,1.1703166171601909
2014-08-13,1.1700967395735906
2014-08-14,1.1698808376458256
2014-08-15,1.169669381560716
2014-08-16,1.1694627646484268
2014-08-17,1.1692613634213125
2014-08-18,1.1690656015359016
2014-08-19,1.168875837507377
2014-08-20,1.1686923827241495
2014-08-21,1.1685156501712886
2014-08-22,1.1683458844811625
2014-08-23,1.1681834341722332
2014-08-24,1.1680285650037447
2014-08-25,1.1678815339988242
2014-08-26,1.1677426289784212
2014-08-27,1.1676120181106178
2014-08-28,1.167489999030604
2014-08-29,1.1673766497823337
2014-08-30,1.1672722642963376
2014-08-31,1.1671769043183788
2014-09-01,1.1670907532316874
2014-09-02,1.1670139350108895
2014-09-03,1.166946531240516
2014-09-04,1.1668885872357653
2014-09-05,1.166840203649222
2014-09-06,1.1668013956947805
2014-09-07,1.1667722097604873
2014-09-08,1.1667525853391403
2014-09-09,1.166742515667377
2014-09-10,1.1667420691163086
2014-09-11,1.1667510579553964
2014-09-12,1.1667695145287913
2014-09-13,1.1667972288077348
2014-09-14,1.1668341947135905
2014-09-15,1.1668802242087253
2014-09-16,1.166935172473945
2014-09-17,1.1669988969043752
2014-09-18,1.1670712062352606
2014-09-19,1.1671519168191482
2014-09-20,1.1672407986849638
2014-09-21,1.1673376527786483
2014-09-22,1.1674422178058304
2014-09-23,1.167554165855691
2014-09-24,1.1676733737283511
2014-09-25,1.1677994397322993
2014-09-26,1.1679321359291914
2014-09-27,1.1680711309846221
2014-09-28,1.1682160542471223
2014-09-29,1.168366733990217
2014-09-30,1.1685226219154383
2014-10-01,1.1686834932023393
2014-10-02,1.1688489806761921
2014-10-03,1.1690186548849955
2014-10-04,1.1691922303549305
2014-10-05,1.1693693053839642
2014-10-06,1.1695494961262294
2014-10-07,1.1697323196751213
2014-10-08,1.1699175373127577
2014-10-09,1.1701046467441465
2014-10-10,1.1702932591161954
2014-10-11,1.170482970609931
2014-10-12,1.1706734296208512
2014-10-13,1.1708641184836384
2014-10-14,1.1710547983260433
2014-10-15,1.1712449558274636
2014-10-16,1.171434182017152
2014-10-17,1.1716221352906675
2014-10-18,1.1718083947020186
2014-10-19,1.1719926015199822
2014-10-20,1.1721743352537377
2014-10-21,1.1723531985219653
2014-10-22,1.1725288114166788
2014-10-23,1.1727009241896633
2014-10-24,1.1728690989914885
2014-10-25,1.1730329068948917
2014-10-26,1.1731921481331122
2014-10-27,1.1733463704461982
2014-10-28,1.173495446573421
2014-10-29,1.1736389048973532
2014-10-30,1.1737764281216079
2014-10-31,1.173907929145572
2014-11-01,1.174032965325425
2014-11-02,1.1741513296044863
2014-11-03,1.1742626982939912
2014-11-04,1.174367000316119
2014-11-05,1.1744639482518524
2014-11-06,1.1745533493281415
2014-11-07,1.1746351038334395
2014-11-08,1.1747088972484336
2014-11-09,1.174774709618624
2014-11-10,1.1748324103387295
2014-11-11,1.1748818409695678
2014-11-12,1.1749228389987123
2014-11-13,1.174955476796832
2014-11-14,1.174979688653834
2014-11-15,1.174995419273095
2014-11-16,1.1750025894109897
2014-11-17,1.1750011732697445
2014-11-18,1.1749913507023377
2014-11-19,1.1749730839897319
2014-11-20,1.1749463286330706
2014-11-21,1.1749113469468022
2014-11-22,1.1748681458607986
2014-11-23,1.174816817545126
2014-11-24,1.1747574706732893
2014-11-25,1.174690258292713
2014-11-26,1.1746155286118998
2014-11-27,1.174533305858849
2014-11-28,1.1744438378081505
2014-11-29,1.1743472547503189
2014-11-30,1.1742440886853418
2014-12-01,1.17413418779629
2014-12-02,1.1740181758498165
2014-12-03,1.1738962203600343
2014-12-04,1.1737684628668004
2014-12-05,1.1736355626476038
2014-12-06,1.173497578333003
2014-12-07,1.1733549052805143
2014-12-08,1.1732080528004962
2014-12-09,1.173057294053981
2014-12-10,1.1729031159781298
2014-12-11,1.1727455687675847
2014-12-12,1.172585469285586
2014-12-13,1.1724231120528694
2014-12-14,1.1722589613138716
2014-12-15,1.172093458065928
2014-12-16,1.1719267663409052
2014-12-17,1.1717597203838486
2014-12-18,1.1715925003143892
2014-12-19,1.1714259221740435
2014-12-20,1.17126005147184
2014-12-21,1.1710954921932073
2014-12-22,1.1709329586135897
2014-12-23,1.1707727751516186
2014-12-24,1.170615304520313
2014-12-25,1.1704613392858947
2014-12-26,1.1703106115338984
2014-12-27,1.1701645288167164
2014-12-28,1.1700231091325326
2014-12-29,1.1698869987542166
2014-12-30,1.1697565314184581
2014-12-31,1.1696321979040425
2015-01-01,1.1695143397989733
2015-01-02,1.1694036661837977
2015-01-03,1.169300447273343
2015-01-04,1.169205238061239
2015-01-05,1.1691182981749704
2015-01-06,1.16904029356317
2015-01-07,1.1689714394395987
2015-01-08,1.168912323494833
2015-01-09,1.1688629446051841
2015-01-10,1.168824593816705
2015-01-11,1.1687967760667393
2015-01-12,1.1687798733848422
2015-01-13,1.1687749008443014
2015-01-14,1.1687812499257524
2015-01-15,1.1687998665792694
2015-01-16,1.168830704432664
2015-01-17,1.1688746780743848
2015-01-18,1.1689315291073459
2015-01-19,1.1690016253007887
2015-01-20,1.1690850947928073
2015-01-21,1.1691822137387724
2015-01-22,1.1692935432105194
2015-01-23,1.169418721716208
2015-01-24,1.1695585235341417
2015-01-25,1.169712291770601
2015-01-26,1.1698805207003926
2015-01-27,1.1700639422388657
2015-01-28,1.1702622920108967
2015-01-29,1.1704748724218248
2015-01-30,1.1707024177704357
2015-01-31,1.1709454232216352
2015-02-01,1.1712035111675219
2015-02-02,1.1714762309852689
2015-02-03,1.1717645731176562
2015-02-04,1.1720674355466705
2015-02-05,1.1723854032986143
2015-02-06,1.1727187574622944
2015-02-07,1.1730670656586346
2015-02-08,1.1734296666391437
2015-02-09,1.1738075451053314
2015-02-10,1.1742003483127708
2015-02-11,1.1746075613202769
2015-02-12,1.1750292263436724
2015-02-13,1.17546553437883
2015-02-14,1.1759157802454034
2015-02-15,1.176380043891543
2015-02-16,1.176858762221626
2015-02-17,1.177351344209864
2015-02-18,1.1778571257578245
2015-02-19,1.1783768621164523
2015-02-20,1.178909201657498
2015-02-21,1.179455415924931
2015-02-22,1.1800141664967896
2015-02-23,1.1805857683328287
2015-02-24,1.1811703141407774
2015-02-25,1.1817674814089798
2015-02-26,1.1823765951111362
2015-02-27,1.182997731979159
2015-02-28,1.1836306067283373
2015-03-01,1.1842756341047975
2015-03-02,1.1849313776793642
2015-03-03,1.1855992372743456
2015-03-04,1.1862781932747124
2015-03-05,1.186967989848005
2015-03-06,1.187668950865593
2015-03-07,1.1883806937555093
2015-03-08,1.1891030034199814
2015-03-09,1.189835191616094
2015-03-10,1.1905785923041616
2015-03-11,1.1913321394377347
2015-03-12,1.1920958425277302
2015-03-13,1.1928689703972315
2015-03-14,1.193652254104298
2015-03-15,1.1944451908036067
2015-03-16,1.1952485313665702
2015-03-17,1.1960615330358084
2015-03-18,1.196883404670499
2015-03-19,1.1977165178063236
2015-03-20,1.1985587552557313
2015-03-21,1.1994092369948797
2015-03-22,1.2002698749602376
2015-03-23,1.201141206065082
2015-03-24,1.2020203329801222
2015-03-25,1.2029101818264365
2015-03-26,1.203808709773174
2015-03-27,1.2047177473322754
2015-03-28,1.2056358004849281
2015-03-29,1.2065628172838088
2015-03-30,1.2075004456900604
2015-03-31,1.2084478621977013
2015-04-01,1.2094038156505795
2015-04-02,1.2103696565535162
2015-04-03,1.211346672137279
2015-04-04,1.2123319602001605
2015-04-05,1.2133272849927412
2015-04-06,1.2143313390622654
2015-04-07,1.2153459326028508
2015-04-08,1.2163688863732158
2015-04-09,1.2174035188059773
2015-04-10,1.2184453591514544
2015-04-11,1.2194974176536635
2015-04-12,1.2205599113980807
2015-04-13,1.2216307867086074
2015-04-14,1.2227104426373177
2015-04-15,1.2237987821033625
2015-04-16,1.2248962858741295
2015-04-17,1.2260017372622027
2015-04-18,1.2271155244302183
2015-04-19,1.2282386553478422
2015-04-20,1.2293674886176087
2015-04-21,1.2305045815298603
2015-04-22,1.2316492201786984
2015-04-23,1.2327997855638524
2015-04-24,1.233955717651503
2015-04-25,1.2351185598965781
2015-04-26,1.2362852321355373
2015-04-27,1.2374582332487538
2015-04-28,1.2386338931794025
2015-04-29,1.239812531871009
2015-04-30,1.2409956629461734
2015-05-01,1.2421786058563902
2015-05-02,1.2433649687454627
2015-05-03,1.2445522407211433
2015-05-04,1.245737993667543
2015-05-05,1.2469206430675392
2015-05-06,1.2481048115004632
2015-05-07,1.249284439976477
2015-05-08,1.2504618266848706
2015-05-09,1.2516326351008444
2015-05-10,1.2527998301354968
2015-05-11,1.2539594357379404
2015-05-12,1.2551111007808249
2015-05-13,1.2562572147631932
2015-05-14,1.2573892637060693
2015-05-15,1.2585154547655681
2015-05-16,1.2596296839028458
2015-05-17,1.2607311561901726
2015-05-18,1.2618196238325037
2015-05-19,1.2628934409598598
2015-05-20,1.263953262060314
2015-05-21,1.265001019145123
2015-05-22,1.2660280023385142
2015-05-23,1.267040991752754
2015-05-24,1.2680348883183925
2015-05-25,1.2690129293377306
2015-05-26,1.2699744740618
2015-05-27,1.27091595019973
2015-05-28,1.271840087745781
2015-05-29,1.272744590634299
2015-05-30,1.2736292496432162
2015-05-31,1.2744989565488825
2015-06-01,1.275352809297856
2015-06-02,1.276184201824592
2015-06-03,1.2770014358951203
2015-06-04,1.2778030283903736
2015-06-05,1.2785913515574239
